smiles,output
OCC1=CC(O)C2OC12,-2.669728
O=C1OCC2=CCOC12,-2.512485
CC12CC3C(CC1)N3C2,-3.370796
OCC(CC=O)C1CC1,-3.164189
NC1=CC(=O)CNC1,-2.473623
O=C1C=CC(C#N)C1=O,-2.233912
CC12C3C1C(=O)C3C2O,-2.754587
CC12OC1CC(=O)C2=O,-2.508896
NC1=NCC(=O)N1C=N,-2.367248
CC1=CCCC(=O)N1,-2.690466
CC1CC2=C(C1)C=CO2,-3.0928
CC(C#C)(C#N)C#N,-2.1188029999999998
CCOC1(C)CC1,-2.751773
CC(O)CCN1CC1,-2.99632
NC1=CC2=C(CCN2)N1,-2.807576
CNC1=CC(=O)OC1C,-2.8412759999999997
CC#CC1NC1C(C)C,-3.311129
O=C1COC2=C1NC=C2,-2.435831
OCC1C2C3C(N13)C2=O,-2.534638
CC1(O)CC11C2CC1O2,-2.87964
NC1=CNC(=O)N=C1F,-2.147973
CC1=NOC(=O)N1C=O,-2.153931
CNC(=O)C1CC1,-2.407498
CCCC(C=O)C#N,-2.660114
CC1=C(CN)ON=C1O,-2.6011100000000003
CCC1(CCO)OC1C,-3.357259
CC(C)(CC#C)C1CO1,-3.208977
C1OC2CC3OCC2C13,-2.988991
CCOC(C#C)C(C)=O,-2.939054
C1OC2COCC1C=C2,-2.96909
O=CCC1(CC1)C=O,-2.539564
CC1CC11CC2(C)CC12,-3.502999
NC(C#N)(C#N)C#N,-1.773431
OC1C=CC(O)C11CN1,-2.77015
N#CCC12CC(C1)C=C2,-2.952657
CC#CC1=NNN=C1C,-2.5767949999999997
CC1OC1C(C)(C)CO,-3.351463
OC12COC1=NC1CC21,-2.541498
NC(=O)C(=O)C1(O)CC1,-2.538685
CC1C2CCC(O)C12O,-3.173709
CC12CN3C(C13)C2=NO,-2.580285
CCN1N=CC=C1C,-2.758162
CC1C2OC2C(=O)C1C,-2.985693
NC1=NCCC1(O)C=O,-2.641662
N=C1OC(=CN=C1)C#C,-2.268516
CCC1=NC=NC(F)=C1,-2.617327
CN1CC2(C1)CC(=O)N2,-2.877671
C#CC1CC=C2CCC12,-3.094708
O=C1NC=CC(=O)N=C1,-2.250694
O=CC1C2OC2C11CC1,-2.718689
CC(CCC#C)C1CC1,-3.49917
N#CC12CCC1N=CN2,-2.605756
CC1CC2(C)CCOC12,-3.461927
C#CCC1CC1,-2.171121
COC(C)=O,-1.642675
OC1CC11C2CC2C1O,-2.922797
O=C1CCN1CC#N,-2.275887
CC1(CNC1C#N)C#N,-2.600095
CC1(C)C(O)C1C=O,-2.72917
C#CCC1CC2CC1O2,-3.00948
CC1(CNCCO1)C#N,-2.904899
CC12NC1COC21CC1,-3.037342
CC12COC1C1CCN21,-2.999017
O=C1CN2CC(C2)C1=O,-2.583508
CC1COC2C1C2(C)O,-3.161012
OC1C(=O)CC11CCO1,-2.671001
CC#CC1(CO1)C1CN1,-2.791044
CC1=CC(=O)C2COC12,-2.791217
CN1C=CC(NC=N)=N1,-2.624562
N1N=CN2N=CN=C12,-1.7860200000000002
COC1CCCC=C1,-3.018536
CC1OCC(=O)C1=O,-2.264841
CC1OCOC(=N)C1O,-2.71847
OC(C#N)C1=CNN=N1,-2.12732
OCC12OC(=O)C1C2O,-2.390563
CC12CC(O1)C1OC21,-2.476711
COC1CC2OCC=C12,-2.922973
CC(O)C#CCCO,-2.700225
O=C1C2CC=CC1N2,-2.426929
OCC(=O)NC(=O)C#C,-2.302989
C1C2OC3CC2C=CC13,-3.06857
OC1CC2(O)C1OC2=O,-2.407602
OC12CC3C1CC23,-2.306132
CC1C2C=C(C)C(C)C12,-3.549176
CC12CN=C3OC1C23,-2.298102
C1C2OC3CC3C12,-2.334041
O=CC12CC3C1N3CC2,-2.8488059999999997
CC1C(CCC#N)N1C,-3.155341
CC1CC2CC12C(C)=O,-3.25572
NC(=O)N1CC(O)C=C1,-2.6515079999999998
OC12CCC3OC1C2O3,-2.680873
N=C1CC2(CN2)CCO1,-2.88308
C1NC2C3OC12C1NC31,-2.564543
CCC12C3C1N1C3CC21,-3.075963
CC1CCCNC(=O)C1,-3.324771
CNC(=O)C(C)CO,-2.776404
O=CCCC1NC1C#N,-2.6846959999999997
NC1=C(C=CN1)C1CN1,-2.78967
OC1CC23CC(OC2)C13,-2.873188
CCC(C)(O)C(C)C=O,-3.391601
COC1CCC11COC1,-3.1201119999999998
OCC1C=CCCC1O,-3.189956
CC(C)C12OC3C1OC23,-2.8684700000000003
CC1C2CCOCC12C,-3.452377
CC12C3C4C(N14)C23C=O,-2.570579
COCC1(CCO)CC1,-3.33888
CC1(C)CC2C(O)C2C1,-3.462482
OCC1(O)CC2COC12,-2.853702
N=C1OC23CC(C=C2)C13,-2.557856
CC1NC1COC(N)=O,-2.821964
CC1(C)OC1(C#N)C#N,-2.498589
CC#CC1NCC11CO1,-2.792472
CC1C(C)C1C(C)(C)O,-3.649985
OC1CC2(C1)C1CCC21,-3.21275
CC(OC(=N)C#N)C=O,-2.423003
N#CC1NCC11CCN1,-2.755724
CC1CC(C)C(C)=C1C,-3.773913
COC1C(O)CC1=NO,-2.632463
CCC1=CC=NC=C1,-2.775171
CC1C2N3CC3C12C#C,-2.829421
C1CC2COCC(C1)C2,-3.485826
CC(=O)N1N=CC=N1,-2.088151
O=C1C2C3CN1C23C#N,-2.251457
NC(=O)C1=CNC=C1N,-2.576621
OC1CC1C1(CN1)C=O,-2.750426
O=CC1=NON=N1,-1.278494
O=CCC1COC1C=O,-2.676159
CC1CCC(=C1)C#C,-2.891539
CC1CC2(C)CC1(O)C2,-3.470111
O=CC12CC(=O)C1N2,-2.129396
CC12CC1C(C)(CO)C2,-3.435154
CC1(CCC1)C#N,-2.488704
CCCNCC#N,-2.493131
O=C1OC=C2CCN12,-2.153861
N#CC1=NCCCO1,-2.269109
N#CC12COC1COC2,-2.5831020000000002
OC12CC1CC1NC21,-2.599668
O1C=C2C=CN=CC2=N1,-2.3041359999999997
OC1C(CNC1=O)C#C,-2.602105
CC(C)(NC=O)C(N)=O,-2.867972
CC(=O)C(CO)C(N)=O,-2.758174
CN1N=C(O)C(C=O)=N1,-2.232202
C1CN2C1C21CC2OC12,-2.7778419999999997
OC12CN(C1)C2C1CN1,-2.785263
OC1C2OC3C2COC13,-2.668502
N#CC1CC2COC1C2,-2.9088600000000002
CC1C2CC3(C)CC3N12,-3.314635
C1CC2=C(CO1)C=CN2,-2.912889
NC1(CCC2CC12)C#N,-2.9933069999999997
CC1(C)NC(C#C)C1=O,-2.837382
OC1C(O)C11OCC1O,-2.548021
CC1CC2OC2C1C=O,-2.97711
O=C1COC(C=C1)C#N,-2.413817
CC1CNC=CC(=O)O1,-2.810921
C1C2OC11COC=NC21,-2.513182
CC1C2NC2CN2CC12,-3.128546
O=C1CN2C3CC=C1C23,-2.627372
CC1CN1CC(C)=NO,-3.015752
CN(C)C(=O)OC1CC1,-2.995519
CC#CC(C#N)C(C)O,-2.8659239999999997
CN=C1CC(=N)OCO1,-2.618379
CCCCOC1CCC1,-3.635115
CCCCC1=NC=NN1,-3.021482
CCC1(O)COC(=N)C1,-3.015704
O=C1C2C3CCC1OC23,-2.7931179999999998
O=CC12CC(O1)C21CO1,-2.389706
CC1CC2CC3C1C23O,-3.242382
OC1=CN=C(O)C(=O)O1,-2.073837
CC1=CN(CCO)C=N1,-2.922272
CNC1(CC=CC1)C#N,-2.989859
OC1C2C3CC3N2C1=N,-2.619109
CC1C2OC3CN(C3)C12,-3.000287
CC1CN(CC=C1)C=O,-3.111259
CNC1CN2N=NC=C12,-2.544924
CCC1=CC2NC2C1O,-3.061959
C1N=CNC2=C1NN=C2,-2.428547
CCC1CC2C3OC1C23,-3.228784
O=C1NC=CC2CC2N1,-2.71957
N#CC12CC3CC(C1)C23,-2.942639
CC(CO)CC#C,-2.54466
CC12CC(O1)C2CC#C,-2.967491
CC1C(C)(N)C1(N)C#N,-2.98951
OC12CC1N(CC2)C=O,-2.802646
C1C=CC2NC2C=C1,-2.693928
OC12C3C4C1CC2N34,-2.346995
CC1C2OC1C2(N)C#N,-2.631858
OC1C=C(NC1=N)C=O,-2.4319889999999997
CC(CO)(C=O)C1CO1,-2.868851
OC12CCCN3C1CC23,-3.021046
CC1C2CC1C1CCC21,-3.523841
COC12CC1(C)COC2,-3.150138
CC1=C(C#N)C(=O)CC1,-2.739129
CC1(CC1CO)N1CC1,-3.2170009999999998
CCC(C=O)C1(C)CC1,-3.4577
CC12OCC3C4C1C2N34,-2.7963839999999998
C1CC1N=C1OCC=C1,-2.869195
OC1C=CC2=CON=C12,-2.375908
COC1=NOC(C)=C1N,-2.586038
O=CC1C2CC(=O)C12,-2.325819
CC1(CC1)C1=CN=NO1,-2.658675
N#CCCC1CC1,-2.481728
CC(NC(C)=O)C(N)=O,-2.881743
C1CC11CC2OC12,-2.312392
O=CCCC1CC(=O)O1,-2.724333
OCC1CC(C1)C=O,-2.724924
ON=C1CC2CCC2C1,-3.039711
CC12C(O)CC1CC2O,-3.153114
COCC12CC(O1)C2C,-3.092489
CC1(OCC1O)C=O,-2.4372059999999998
CCC#CC1(C)OC1C,-3.218598
N=C1ON=CC=C1C#N,-2.092166
CNC(=O)C(C)NC=O,-2.863499
O=C1CNCC(=O)C1=O,-2.321938
C1NC2C3OCC1OC23,-2.746453
CN1C=NC=C1OC=N,-2.5260759999999998
COC1CC1C(C)C=O,-3.148573
COC(C)(CC#C)C#N,-2.8451969999999998
OC(C#C)C1CCCO1,-2.9412570000000002
CC1=C(CO)C2OC2C1,-2.9612689999999997
CC1=NC=C(C)C(F)=N1,-2.62434
CNCC1=NNC=N1,-2.372649
CCC#CC1(CC)CN1,-3.309165
OCC1C2CCC12CO,-3.138378
O=CC1N=COC1C#N,-2.227945
CC1=CN=NN1CC=O,-2.510089
CC1=C(C=O)N=C(N)O1,-2.456552
CN1C2CC1C(=O)C2,-2.6123149999999997
N=C1OCCCC1C#N,-2.723013
ON=C1CCCCC1,-2.817956
CC(C)C1=CNC(O)=N1,-2.9433759999999998
CC1C2CC1C(=C2)C#N,-2.954227
CC(O)C12CC1OC=N2,-2.787201
CCC1(C)CC1NC=O,-3.288331
CCC#CCOC(C)=N,-3.051557
NC1=C(C=NO1)C1CC1,-2.667573
CCC12CC1C(O2)C=O,-2.9370719999999997
CC#CCC(C)(C)C#N,-3.162614
CCC1=NON=C1C#N,-2.278927
CC1(O)C2CC2N2CC12,-3.034159
C1C2OCC=CC=CC12,-2.993147
N#CC12OC3C(C=C1)C23,-2.441976
OC1C2C=CC1C2=O,-2.321793
CCC1(C)OCC1C,-3.207841
CC1CC(O)C2OC12,-2.731251
COC1(C)OC=NC1C,-3.005498
NC(=O)C1CC1(O)C#N,-2.443243
CC12CCC1C1CN1C2,-3.330216
OC1C2CC(C#N)C1O2,-2.5917719999999997
C1CC11C=CCC11CO1,-3.033643
OC1C(O)C2CCCC12,-3.178255
COC(C)C1(CC1)C#C,-3.200186
OCCC1(O)COC1=O,-2.6219
CC1CC(C=O)C(=N)O1,-2.826151
OC12C3CC3C1OC2=N,-2.543188
CC12CC1(CO)N=CO2,-2.790549
CC1(CCC=O)CC1O,-3.166459
CC1(CCCO)COC1,-3.347716
OC12COC1=NCC2,-2.317332
OCC1OCCC2CC12,-3.164038
CC#CC1CN(C1)C=O,-2.848725
OCC1COCC2OC12,-2.8667309999999997
CC1=CNC(N)=C1CO,-2.921412
CC1NC(=O)CCC1O,-3.041523
CC1(CN2CCC12)C#N,-2.944552
OC1CN=COC(=O)C1,-2.533977
COC(=O)C12CC1CO2,-2.666749
CCC1=CC(O)=CN1C,-3.101537
CC12NC=NC1(C)C2O,-2.8894349999999998
CC1=CC(=N)OCC=C1,-2.890613
CC12C3C=CC1C=CC23,-3.151817
OCC1CCNC(=O)C1,-3.036104
CC1CC=CC(=O)C1,-2.860111
CC(O)C1(CO)CC1O,-3.070051
OC1CC1C12CC(C1)C2,-3.191632
O=CC1=C(NC=N1)C#C,-2.305457
OC12CC(C=C1)C=C2,-2.613085
C1C=CC23CC=CC12N3,-2.952763
C#CC#CC1=CNC=C1,-2.539867
CC1OCCC11CN1,-2.810778
O=C1CN2CC(=O)CC12,-2.6001279999999998
CCC#N,-1.376839
OCC1CC1,-1.87343
CCOC(=O)NC=NC,-2.844984
CC1=COC2=C1ON=N2,-2.172813
CC1OCC(=C1)C#C,-2.591663
N1C=NC2C3C4OC3C124,-2.365554
OCC1COCC1C#C,-2.939155
CC12OC3C1C2OC3=O,-2.478585
CC1=COC(F)=NC1=O,-2.223187
CCC(=O)COC=O,-2.479374
CC12CC1CC2=NO,-2.565673
CCOC1=NC=C(O)N1,-2.633088
CN1C2C3OC(=O)C1C23,-2.5701869999999998
CC(=O)C12CNC1CO2,-2.754303
OC12CCC1OCC2=O,-2.6941129999999998
CC#CC12CCCC1N2,-3.1257
O=C1CC(CN1)C#C,-2.447138
CC12CNC1(CN2)C#C,-2.894281
CC1(COC1=N)C1CO1,-2.761889
CC(O)CC1CC1C#N,-3.081972
OC1CC2CC1N=CO2,-2.812779
CNC(=O)C1CC2NC12,-2.872312
C1OC2CCC=CC2=C1,-3.083471
CC#CCCCCC#C,-3.287827
CC12CN1C(=O)CC2=O,-2.617956
CC1=CCC2=C1C=NO2,-2.6721779999999997
CC1CC2OC12CC=O,-2.947477
CC1=C(OC=N)C=NO1,-2.384805
CCC1CC2CC12C,-3.278693
OC1CC1CCC#C,-2.764902
OC12CC1C1CC(=O)C21,-2.7344600000000003
CC12OC(=O)C1C2CO,-2.6881180000000002
ON=C1CCCC(=O)C1,-2.788418
CC12OC1C1(CC21)C=O,-2.715836
C1C2C3CC4=CCC13C24,-3.030457
OCC1OCCC1C#N,-2.809554
O=C1CCCNC11CC1,-3.084596
C1CCC#CCC=CC1,-3.315965
CC1=C(N)N=NN1C=O,-2.329629
O1C2C3C2N2C4C1C4C32,-2.577345
N=C1NC(=O)N2CC12,-2.090359
CC1(O)C2OC(=O)C12C,-2.690677
CC(C)C1(C)COCO1,-3.379812
OCC#CC1C2CCN12,-2.786549
CC1=CNC(=N1)C1CN1,-2.807435
CC#CCCC(C)CO,-3.433388
CC1=CC2C=CC1C2O,-3.066946
C1N2C3COCC=C1C23,-2.785596
O=C1OCC2C3OC2C13,-2.460569
CCCC1C2CC1(C)C2,-3.702879
CC12CC1C(=O)OC2=N,-2.639353
C1C2OC1C13CN(C1)C23,-2.711093
NC(=O)C12CCC1O2,-2.34666
CN1C=C2ON=NC2=C1,-2.275049
CC(C)C(=NO)C#C,-2.563111
CC1CC(=O)N(C)C1=O,-2.878703
CN=COC1CC1(C)O,-2.95732
C1C2CC3=C(C=NO3)C12,-2.654306
COCCN1CC1C#N,-2.850703
CC1=CC(CCC1)C=O,-3.292258
CC1(O)C=CC2CC12O,-2.976759
CCOCC1(CO1)C#C,-2.897946
CC12CC1OC1CC21,-2.780726
CCOC1=CC=C(C)N1,-3.100132
CC(=O)C(C)(O)C1CN1,-2.978327
CCC1=NC(O)=NN1C,-2.742441
CCCCC1OCC1C,-3.6407629999999997
C1CC1NC1=CNN=C1,-2.770969
CCC1=CN=NN=N1,-2.1090619999999998
CC1(CN1)C1CN1C=O,-2.849803
COC1COC2CC2O1,-2.837768
COC12CC3CC1C23O,-2.899189
CC(C)C1(O)CCC1,-3.215438
CN=CNC(C=O)C#N,-2.511542
CNC(=O)C1C2CCC12,-3.067372
O=CCC(NC=O)C#C,-2.584484
OC12CC(C1)C2C1CO1,-2.900883
O=C1NC2C3NC3CC12,-2.697421
OC1C2C3OC2C13,-1.9945469999999998
CC1(C)C2C3OC2C13O,-2.890879
CCCC1(CCC1)C=O,-3.458226
NC1=NON=C1NC=N,-2.096729
OC12C3OC3C1NC2=N,-2.338902
C1C2NC1C1=C2OC=C1,-2.630927
OC(C=O)C1OCC1O,-2.591417
CC1=C(C=O)C(O)=CN1,-2.646977
CCC(COC=O)OC,-3.094215
C1OCC11C2CC=CC12,-3.026467
C#CC1OCCC2NC12,-2.812209
CC12OCCC1C2C#C,-3.018883
OC1C=CC2CC2C1O,-2.974484
COC(C)C1CCOC1,-3.361946
C1C2CC3(OCC=C3)C12,-3.028575
NC1=NN(CCO)C=C1,-2.717186
CNC(=O)CC(C)=NO,-2.799157
CCC1(C)NCC1=NO,-3.028057
CC1NC1C1=CCCC1,-3.347369
C#CC12CNC1CN2,-2.4404
C1OC2CC3OC2C13,-2.511795
N#CC12NCC3NC1C23,-2.547274
O=C1NCC2C3OC1C23,-2.582259
C1C2OC22CN=COC12,-2.55544
CC1CNC(C)C(=O)O1,-3.023173
CCCCC1CN1C=O,-3.263682
CC#CC1=C(N)OC=C1,-2.6777949999999997
C1C2CCC3CC=CC123,-3.358197
OC1C2C3CC3C12C#C,-2.746381
O=C1CCOCOC1=O,-2.429848
CCCC1C2OC1C2=O,-2.91236
CC(=O)C#CCN1CC1,-2.818141
CC1(C)OC11COC1,-2.694054
N=C1OC=CN=C1C#N,-2.125912
CN1CC(C)=C(C)C1=O,-3.131283
CNC(=O)C1NC1C#C,-2.656613
CNC(=O)N(C)C,-2.427473
CN(C)C(=O)C=O,-2.124275
CC(=O)CC1(C)CCO1,-3.178808
CCOC1CC1C(C)C,-3.633242
O=CCN1CCC1C#C,-2.814536
C1C2C3C4C3C3C4C3N12,-2.872419
CC12CC1C(CO)C=C2,-3.257407
CC1(CO1)C1=CN=NN1,-2.484619
OC12CC3C1C1CN3C21,-2.811766
O=C1OC2OCC3C2C13,-2.528571
CC1CN=COC(C)C1,-3.284042
CC1C(C)C1(O)C1CN1,-3.23025
N=C1NC(=O)OC2CC12,-2.445457
OCCC1=NC=CN=N1,-2.505354
CC1C2C=CC3OC2C13,-3.023364
OC1CC2(CC2)C1=O,-2.519636
CC1OC(CC=O)C=C1,-2.9871939999999997
CC1(CCCC1=O)C#N,-2.930987
CC12OC(C=C1)C2O,-2.496145
O=CC#CCC1COC1,-2.719194
OCCOC1CC1O,-2.6041790000000002
CC1=C(N)NC=NC1=O,-2.566623
CC1CCCCC1CO,-3.6812579999999997
C#CC12CCC(OC1)O2,-2.752428
NC1=C(O)C(=N)N=CO1,-2.256104
CC1(CNC=O)CO1,-2.553106
CC1OC(=O)C11CO1,-2.244626
CC12C3C4OC(C14)C23O,-2.694451
O=CC1NCC1C#N,-2.242019
OC1CC11CCOC1=N,-2.795463
CC1(CC2CCO2)CO1,-3.131584
CC1(CN1)C(=O)CC#N,-2.698168
CC1C(C)C1OCC#C,-3.190144
CC12CCC1(O)C(=O)N2,-2.804701
OCCC(=O)CC=O,-2.467112
CNC1=C(C)C(N)=NO1,-2.6945449999999997
CC1CC1(O)CO,-2.474983
CC1=CC(=O)OC1C#C,-2.589874
OCC(O)C(O)C#N,-2.272145
O=C1NC2C3C4C1C2N34,-2.473456
N=C1OCC1CC1CC1,-3.054131
CC1(C)CN1C(=O)C#N,-2.6994119999999997
CC1=NOC(=N)C(O)=C1,-2.403194
CC#CC1CC1CO,-2.772715
C12CC34CC(O3)C4(C1)C2,-2.954917
CC(O)CC1CO1,-2.469007
CC1=CC2(C)CC1C2O,-3.243844
NC1=NNN=C1CC#N,-2.245143
CCOC(=N)OC,-2.307649
CC(=O)NCC1CO1,-2.5533770000000002
CN=C1ON=CN1C=O,-2.214394
C1OCC11NC11COC1,-2.70088
COC1=NC=C(C)N=N1,-2.51193
CNC1(COC1=O)C=O,-2.513561
CC1C2CC1(O)C(O)C2,-3.177116
FC(F)(F)C12CC(C1)C2,-2.469473
O=C1CN2CC2C=C1,-2.428892
N=COC(C#C)C#C,-2.143924
CC12OCC3C(C=C1)C23,-3.062672
O=CC1N2CCC12C#N,-2.459044
OCC1=NC=CC(=O)O1,-2.360191
CC1C2C1C1(CC1)C2=O,-3.035082
NC1=NC2C3NC2C3O1,-2.465126
OC12CC(OC1)C21CO1,-2.6377639999999998
C1OCC=CCN=CO1,-2.766507
OC1C(O)C(=O)NC1=N,-2.37208
CC1C2CN1C2C=O,-2.555677
CCC(=O)N(C)C(C)=N,-3.121398
CCN1C=NC(C)=C1O,-2.927158
O=C1CCC2=C1NC=N2,-2.55873
CC1(CC(O)C=O)CC1,-3.171289
CC#CCC1=NOC=N1,-2.463014
COC1CN(C)C1=O,-2.543274
CC12CN1C1CC2C1=O,-2.838535
CCC1C2CC(O2)C1=O,-2.967671
CC#CC(CO)CC#N,-2.865771
C1N=COC2=C1N=CO2,-2.231332
CC1=CN(CC1)C(N)=O,-2.9427849999999998
NC1=C(N)C(C=O)=NN1,-2.336035
O=CCC1CCCC=C1,-3.2859949999999998
OC1CC2C(C1)N2C=O,-2.795035
CC1(O)C2CC2C11CN1,-3.018247
CC(O)CC1COCO1,-3.0857
C1C2CC3COC2C13,-2.815232
CC1(CC1)C(O)CCO,-3.358907
CC1CC23CC(C2)C13,-2.984969
O=C1OC=NC(=C1)C#C,-2.208303
CC12OC1CC2=NO,-2.267427
CCC1NC(=O)OC1C,-3.050039
CC(C)N1C2CC(=O)C12,-3.044705
CC(C=O)C#CC1CC1,-3.023245
N=COC1CC1C1CC1,-3.029227
CC1C2NC2(C)C1O,-2.8000220000000002
COCC(OC)C#CC,-3.108758
CC1CC2(CCC2O)O1,-3.15388
CC1N=C2NCC2C1O,-2.868886
CC1(CO1)C#CCO,-2.473321
CCC1C=CCC1=NO,-3.051794
CCC1(O)CNC1C#N,-2.887422
CN1N=NC2=NON=C12,-1.831617
OC12C=CN3C1C2C3=O,-2.36135
OC1C=CCC1(O)C#N,-2.617188
CC(CO)(C#N)N1CC1,-2.873453
CC12CC3CC1CC23C,-3.5315149999999997
CC1C2C3OC1C23C#C,-2.762003
N#CC1CC2(CO2)C=C1,-2.681344
CN1C=C(C)C(C)=N1,-2.75925
OCC1OC1(CO)C=O,-2.581721
CCC1OC11CCC1=O,-2.958363
OCC1CCC1CO,-2.911034
COC1=CC(O)=CN1,-2.359976
NC(=O)OC1=CNC=C1,-2.473367
OCCC(=N)NC=O,-2.391835
NC1=NNC(O)=C1CO,-2.438814
COCC1(C)CC1O,-2.899295
CC(C)(O)C1C(O)C1O,-3.076613
O=C1NCC2CCC1O2,-2.841455
O=CCCC1CC=CC1,-3.279548
CNC1=C(O)OC(N)=C1,-2.6090169999999997
CN1C2C3CN(C23)C1=O,-2.666092
OCC1(CCO1)C1CN1,-2.9413169999999997
NC(=O)C12CC1(O)CO2,-2.494539
CC12CC3C4CC1C2N34,-3.157263
COC1CC2(CCC2)C1,-3.420216
CC(=O)C(O)(C#N)C#N,-2.232256
CC(CO)CN1CC1,-2.992477
FC1=NC(=NC=C1)C#C,-2.173334
CC1CC2=CNN=C2N1,-2.806602
CC12CC1C1COC2O1,-2.962021
CNC(C#N)C1CC1C,-3.162267
C1C2C3OC22COCC132,-2.663992
O=C1CC2CN2C(=O)N1,-2.455861
CC12OC3C1C(C=O)C23,-2.697048
CC1C2OC3COC3C12,-2.930992
CC1CC(=NO)C1CO,-2.935936
CC1=CC2CC2N1C=O,-2.893468
CC1=CC(C#N)=C(C)O1,-2.7360379999999997
O=C1OC2COC2C1=O,-2.217085
CC1COCC(C)(C)C1,-3.678877
CCC1=C(C)CC2OC12,-3.256321
CN1C2C=CCC(O)C12,-3.048382
OC12C3CC4C(OC13)C24,-2.756969
CC1C2(O)COC12C#C,-2.692333
COC1CC2OCC12,-2.675729
COCCC#C,-2.085827
CC1CC2(C1)C1CCC21,-3.500755
CCOCC1C(O)C1O,-3.046342
NC(C#N)C(CO)CO,-2.801907
FC1=NOC(=O)NC1=N,-1.8048600000000001
CC1(CO)CN1C=O,-2.539827
OC1(C#C)C2C3OC3C12,-2.44923
O=C1CC2NC2C1=O,-2.154613
CC1C2OC(OC12)C#C,-2.707259
O=CCC(=O)CC1CO1,-2.682738
N=C1OC2C3CCC2C13,-2.886621
CCC1(C)CC(=O)C1,-3.031157
CC12CC3CN1C23C#C,-2.869674
CCN1C2C1C(O)C2C,-3.220986
CC(CO)N1CC1,-2.556765
CC1CC2C1CC2(C)C,-3.7254769999999997
O=C1C2OCC2C11CO1,-2.427667
CCC1CC1(O)CO,-2.917518
OCC1CC1CC#C,-2.762715
C1C2C3OC2C2C3N12,-2.390591
N=CNC1=CNN=N1,-1.98069
O=CCN=C1NC=NO1,-2.203952
O=CC1(C=O)C2CN1C2,-2.511924
C1CC1C1=CN=CC=C1,-2.996609
CC1(CC1CO)C1CO1,-3.131077
N#CC12CC(O1)C=CC2,-2.677985
N=C1NC=NC11CC1,-2.36098
N#CC1(CC1)N1CCC1,-2.940276
CC1=CON=C1C,-2.192946
CC12OC=NC3C1OC23,-2.541336
O=C1C2CC3CC1CN23,-2.888154
O=C1CC(CCC#C)C1,-3.032871
O=CCCC1(CN1)C#N,-2.683672
CC1=NC(=NO1)C(N)=O,-2.262013
CC(O)C(O)CC1CC1,-3.358109
CCC1C2CC(=O)N12,-2.615144
N=C1OC(C=O)C2CC12,-2.5998
N#CCN=COC1CC1,-2.67023
CC(C1CC1C)C(N)=O,-3.300073
CCC1CNC(=O)NC1,-3.144184
OCC1CC11CC(=N)O1,-2.763555
C1CC11CC2CCCC12,-3.529926
N=COCCOCC#C,-2.726076
C1C2C3C1C1OC3CC21,-3.06404
CC(=O)C1CCC2CC12,-3.282148
OCC12CC1C(=O)O2,-2.241199
O=C1CC=CC2CC12,-2.63868
COC1(C)C(C)C1(C)O,-3.349533
C1C2C1C1=CCOCC21,-3.010277
OC1COC11C2CCC12,-2.910483
CCC(O)C1=COC=C1,-2.997962
OC1CC2CC(=N)OC12,-2.797898
OCC(NC=O)C=O,-2.294041
CC1CN(C=O)C(C)=N1,-2.935658
CC12CC34OCC(C13)C24,-2.969613
OC12CC3OCCC1C23,-2.9436679999999997
COC1C(C)(C)C1(C)O,-3.347836
N=C1CC2(O1)C1CC2O1,-2.514604
OC1=CC(F)=CC(O)=C1,-2.422575
C1C2OC3=CON=C3C12,-2.342251
N#CC1CCN2CC12,-2.533845
CCC1OCCC1C#C,-3.233564
CC1(C)COC2CC12,-3.009056
CCN=COC(=O)C#N,-2.42067
CC1C2C(=O)NC12C#C,-2.635122
CC(=NO)C#CC1CO1,-2.489746
CCNC1=CC(N)=NN1,-2.8147200000000003
O=C1CCCC11CO1,-2.539491
COC1=NC=CC=C1F,-2.499436
OC1=NN=C2NC=CN12,-2.139323
CN1C=CC2=C1NC=C2,-2.809011
C1OCC23N=COC2C13,-2.583229
NC(C#N)C1CCC1O,-2.886614
CN1C2C3NC2C13,-2.16645
O=CC1CC2C3CN1C23,-2.840366
NC1=CC(N)=C(N)O1,-2.281682
COC1COC1C(C)=O,-2.862517
CCN1C=CC(C)=C1N,-3.2066500000000002
CC1=NC=C(N1)C#C,-2.3485300000000002
COCC12CC(C1)O2,-2.64684
CCN1C=NC(CC)=N1,-3.022854
CCOC1=COC(C)=N1,-2.815296
NC1=CC(=O)C2COC12,-2.609112
CC1=CNC(CO)=C1,-2.669472
CCC1=NNN=C1,-2.1151429999999998
O=C1CN2CC(C2)N1,-2.44861
CNC1=NNC(CO)=N1,-2.540234
O=C1C=CC2CCC12,-2.63945
CC1(O)C(O)C1(C)O,-2.626206
CN1C2CC3C2C13C=O,-2.8114879999999998
CC(=O)CC1=CNC=C1,-2.928865
NC(=O)NCC1(O)CC1,-2.828878
CCC12CC1CC1OC21,-3.239211
CC12OCC11CCC2O1,-2.846209
O=CC12CN1C(=O)NC2,-2.430941
CC(C)CC1OCC1C,-3.643119
CC1=NCCCC(=O)O1,-2.830691
CC1=CN=C(O)C(C)=N1,-2.759527
C#CCC12C3C4C3C1C24,-2.7981759999999998
OC1CC=C2CCOC12,-2.979645
OC1=NNC(O)=C1C#C,-2.201193
CCC1CN(C)C1C#N,-3.164554
